,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
23463,1591,2013-01-09 15:48:01,5,219,,,219,5473,2,2.5,1,2.4,0.7313,4.06,8,47.0,0,13055,1,8,2,0,1,1,,255.95,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23495,1596,2012-12-12 11:59:08,15,55,4.17,253.87,220,441,5,4.5,1,4.56,0.1249,5.75,35,352.01,0,17856,1,40,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23527,1600,2013-04-09 11:40:04,5,219,,,219,14646,3,4.5,0,1.79,0.2874,4.5,4,69.0,0,27787,4,155,2,0,1,0,,256.24,0,,,,,,,,,,,,,,,,,,,,,,,,,1,307.76,1
23534,1601,2013-06-28 14:32:53,5,219,,,221,821,3,4.5,0,1.39,0.023,0.0,10,72.0,1,4238,3,65,1,0,1,0,-16.098,6087.88,0,,,,,,,,,,,,,,,,,,,,,,,,,1,237.27,1
23564,1602,2013-03-17 18:02:01,14,100,,,100,8087,4,5.0,0,2.2,0.3208,5.28,2,130.47,0,10988,1,6,2,0,1,1,,40.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23570,1603,2013-06-28 12:12:15,5,219,,,219,8236,2,4.0,1,2.89,,0.0,20,80.0,0,9397,1,6,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23601,1604,2013-06-12 11:09:51,5,219,,,219,92,3,4.5,1,0.0,0.0035,0.0,32,66.0,0,3821,1,9,2,0,1,1,,751.08,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0,,0
23634,1605,2013-02-13 20:45:54,15,55,3.75,151.68,219,1497,4,4.0,1,5.71,0.1353,5.76,2,197.39,0,5143,3,86,2,0,1,1,,,0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
23655,1606,2013-06-29 12:23:43,5,219,,,219,4710,2,3.5,1,2.71,0.0289,0.0,12,49.0,0,19386,3,0,4,0,2,1,,421.5,1,,,,0.0,0.0,,-1.0,0.0,5.0,,,,-1.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0
23666,1607,2013-02-12 17:38:28,5,219,,,219,4080,4,4.5,1,5.18,0.599,5.76,7,1093.0,0,25556,3,14,1,0,1,0,,2261.27,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23693,1608,2013-04-28 16:56:22,5,219,,,117,1571,5,4.5,0,4.28,0.0093,5.31,26,164.0,1,1588,3,31,2,1,1,0,,7354.64,0,,,,1.0,0.0,85.0,,,,0.0,0.0,,1.0,0.0,33.0,,,,,,,,,,0,,0
23720,1609,2013-03-17 22:04:20,5,219,,,219,5286,5,4.5,1,4.28,0.0223,5.83,18,295.0,0,5624,1,16,1,1,1,0,,2690.79,0,,,,,1.0,,,,,,,,-1.0,0.0,13.0,,,,,,,,,,0,,0
23753,1610,2013-05-16 12:06:26,5,219,,,219,4966,4,4.0,1,1.1,,4.94,19,134.0,0,21220,4,17,2,0,2,0,,372.13,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
23786,1612,2013-06-05 17:25:25,15,55,,,55,3717,3,4.0,0,3.4,0.0105,0.0,22,104.76,0,10250,1,200,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23819,1614,2013-02-21 20:28:35,5,219,,,219,11297,4,4.0,1,1.1,0.0733,4.81,1,123.0,1,2518,3,14,2,0,1,1,,172.02,1,,,,1.0,0.0,43.0,,,,,,,1.0,0.0,14.0,,,,,,,1.0,0.0,14.0,0,,0
23851,1616,2013-02-07 22:02:26,5,216,,,219,913,4,4.0,0,3.5,0.1537,5.08,3,229.0,0,4335,2,1,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
23883,1618,2012-12-08 12:50:31,5,219,,,219,257,3,5.0,1,2.2,0.0062,5.11,20,99.0,0,21344,1,19,2,0,1,1,,,0,,,,1.0,0.0,9.0,1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,,0
23917,1619,2013-04-28 19:57:49,18,129,,,129,7125,3,3.0,0,1.1,0.0028,4.5,14,123.78,0,11507,3,121,2,0,1,0,,328.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
23937,1621,2013-01-15 09:20:48,24,216,,,216,19140,3,3.5,0,3.69,0.0882,4.65,12,63.39,0,8609,1,5,1,0,1,0,,,0,,,,,,,,,,1.0,0.0,35.0,1.0,0.0,37.0,,,,,,,1.0,0.0,49.0,0,,0
23964,1623,2013-03-25 18:36:56,5,219,,,219,1736,3,4.0,0,3.37,0.262,5.06,35,109.0,0,20874,2,3,2,1,1,1,-14.1545,89.43,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,9.0,,,,,,,0.0,0.0,9.0,0,,0
23996,1626,2013-02-06 15:08:01,5,219,,,219,8343,3,3.0,1,3.09,0.0782,4.92,1,91.0,1,7100,2,118,2,0,1,0,-19.6723,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24028,1628,2012-11-12 09:57:29,5,219,,,219,9158,3,4.0,1,1.1,0.0963,4.76,1,87.0,0,3170,1,9,2,0,1,0,,283.97,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,5.0,0,,0
24046,1629,2013-06-26 21:07:21,14,100,,,100,7600,3,4.0,1,0.69,0.1137,0.0,12,127.03,0,14711,1,3,2,0,1,1,,704.24,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
24061,1630,2013-03-30 18:37:09,5,219,2.63,154.27,219,8082,2,3.0,1,2.2,0.0012,4.47,32,90.0,0,13313,1,4,1,1,1,0,,195.53,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,20.0,,,,,,,-1.0,0.0,20.0,0,,0
24095,1631,2013-04-12 08:29:55,12,99,,,73,4178,3,4.0,1,4.8,0.226,4.96,25,106.23,0,50,3,42,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
24127,1633,2012-11-05 14:58:36,24,216,,,216,15511,3,4.5,1,1.61,0.0002,5.02,24,166.06,0,28172,4,54,2,0,1,1,,,1,,,,1.0,0.0,21.0,,,,-1.0,0.0,40.0,-1.0,0.0,34.0,,,,,,,,,,0,,0
24154,1634,2012-12-08 01:27:21,24,205,,,39,6597,5,4.5,0,4.58,0.0956,5.8,16,225.2,1,1284,1,11,1,0,1,0,,,0,,,,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,6.0,,,,,,,,,,0,,0
24181,1635,2012-11-12 13:53:49,5,219,,,60,6370,4,5.0,0,5.96,0.0961,5.42,21,87.0,1,28150,3,10,2,0,1,1,,4465.29,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
24213,1636,2012-11-25 07:50:44,5,219,,,219,3082,4,3.5,0,2.08,0.1564,4.82,8,109.0,0,10429,1,5,2,2,1,1,,98.77,1,,,,1.0,0.0,2.0,-1.0,0.0,18.0,,,,-1.0,0.0,18.0,,,,,,,1.0,0.0,2.0,0,,0
24244,1637,2013-02-06 21:29:23,14,100,3.5,518.3,219,6336,3,4.0,1,3.09,0.0671,5.0,30,142.63,0,44,1,1,2,1,1,1,,128.59,0,,,,0.0,0.0,,0.0,0.0,4.0,,,,0.0,1.0,,,,,,,,0.0,0.0,4.0,0,,0
24273,1639,2013-05-11 12:12:29,5,219,,,100,1351,3,5.0,0,4.65,,5.2,33,218.0,0,9536,2,90,2,0,1,1,,205.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24302,1642,2012-12-29 09:31:30,5,99,,,99,2133,2,4.0,0,4.06,,4.35,2,62.0,0,2219,1,1,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
24325,1644,2012-12-14 08:11:18,5,219,,,219,4017,3,4.5,1,2.77,0.038,5.39,14,161.0,0,23345,1,8,1,0,1,1,,167.96,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0,,0
24358,1646,2013-02-18 09:54:52,5,219,,,219,206,3,3.0,1,2.4,0.2129,4.9,10,105.0,0,14059,1,131,2,0,1,1,,573.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24375,1647,2013-01-27 17:26:35,5,219,,,14,653,3,4.5,0,1.61,0.0023,4.58,16,94.0,0,9453,3,7,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24406,1648,2013-03-13 11:02:46,5,219,,,219,1145,2,3.0,1,2.4,0.0047,4.35,10,108.0,0,1986,1,2,2,0,1,1,,149.37,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,,0,,0
24437,1649,2012-11-27 14:49:30,5,219,,,219,11559,2,2.0,1,0.69,,4.81,2,100.0,0,678,1,2,1,0,1,1,,,0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,0,,0
24443,1650,2013-06-03 11:18:06,5,219,,,219,9437,3,4.0,1,0.69,,0.0,32,165.0,0,305,1,19,1,0,1,1,,2259.65,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
24474,1651,2013-04-15 12:09:45,32,220,,,219,2214,4,4.5,1,0.69,0.152,5.92,16,220.71,0,12997,6,106,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
24494,1652,2012-11-24 09:53:32,5,219,,,219,27230,3,4.5,1,4.89,0.6991,5.57,9,180.0,0,4045,1,0,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
24514,1654,2012-11-27 18:21:51,5,219,,,219,2356,3,4.0,0,2.56,0.0051,5.42,18,118.0,1,13216,2,33,2,0,1,0,,203.68,0,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
24548,1655,2012-12-22 15:08:22,18,129,,,129,2953,4,4.0,0,1.1,0.0119,4.82,24,127.93,0,8851,1,135,3,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24580,1656,2013-06-27 14:49:05,15,55,,,219,14082,4,4.0,1,4.29,0.239,0.0,7,163.28,0,8192,4,287,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24597,1658,2013-06-10 12:16:02,5,219,,,219,12758,2,4.0,1,1.79,0.0322,0.0,12,100.0,0,4384,1,118,1,0,1,0,,2024.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24622,1659,2013-01-05 14:02:12,12,99,,,59,7313,4,4.5,0,2.64,0.0875,5.87,2,299.27,0,1804,2,41,4,0,2,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
24638,1661,2013-06-24 16:09:33,5,219,3.24,200.36,219,1994,3,3.5,1,0.0,0.011000000000000001,0.0,36,120.0,0,19045,1,47,1,0,1,1,,2508.73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24672,1662,2013-04-10 15:10:25,11,103,3.71,184.42,219,57996,3,4.5,1,0.0,0.0011,5.23,4,111.48,0,7971,8,13,1,1,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24681,1664,2013-03-05 19:04:28,5,219,,,219,12500,4,4.5,1,1.61,0.0082,6.21,28,419.0,0,18933,5,11,2,0,1,0,,2603.22,1,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,11.0,0,,0
24707,1665,2013-04-16 08:59:29,5,219,,,219,112,3,0.0,1,0.0,,4.74,36,150.0,0,2580,2,7,2,0,1,0,-28.0767,432.94,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24739,1666,2013-04-29 09:43:34,5,219,,,219,17080,3,0.0,0,3.09,0.0725,5.35,7,199.0,0,27608,3,53,2,0,1,1,,355.55,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24750,1670,2013-06-15 10:25:22,24,216,,,103,7817,3,4.0,0,1.79,,0.0,9,88.54,0,11197,1,21,2,0,1,1,,,1,,,,,,,,,,,,,1.0,0.0,4.0,,,,,,,,,,0,,0
24778,1672,2013-06-20 14:08:14,14,100,,,100,3674,2,4.5,1,2.89,0.1873,0.0,9,78.94,0,3410,1,120,2,0,1,1,,37.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24810,1673,2013-03-02 19:48:00,5,219,,,219,1811,2,4.5,1,1.39,0.0427,4.52,8,119.0,0,17204,1,11,2,0,1,0,-16.5794,194.71,0,,,,0.0,0.0,9.0,0.0,0.0,33.0,,,,,,,,,,,,,0.0,0.0,8.0,0,,0
24842,1674,2012-12-23 17:05:39,5,219,,,219,11771,2,4.5,1,0.0,0.0192,4.48,15,51.0,0,14194,2,60,1,1,1,1,,695.01,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24875,1678,2013-05-20 14:27:42,5,219,,,61,395,5,4.5,0,1.61,,5.51,19,525.0,0,2492,3,13,2,0,1,0,,4693.07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24901,1679,2013-06-03 20:58:47,15,55,,,219,1497,4,4.0,1,5.71,0.1012,0.0,1,291.1,0,4562,3,171,1,1,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24922,1680,2013-05-04 04:39:49,5,219,,,55,4047,4,4.0,1,0.0,0.0391,5.37,9,234.0,0,10010,1,8,1,0,1,0,,4263.1,0,,,,,,,,,,,,,0.0,0.0,13.0,0.0,1.0,,0.0,0.0,,,,,0,,0
24954,1681,2013-05-19 19:12:13,5,219,,,219,43890,3,4.5,1,1.95,,5.02,6,189.0,0,3056,1,12,2,0,1,1,,90.89,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24961,1682,2013-01-20 19:45:56,4,50,,,53,3552,4,3.5,0,2.64,0.0163,4.74,18,78.87,0,161,1,30,2,1,1,0,,4226.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
24976,1683,2013-02-06 17:10:09,5,219,,,219,1631,3,4.0,1,3.0,,5.37,30,69.0,0,14900,1,2,2,0,1,1,-28.8022,61.6,0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,0,,0
25008,1684,2013-03-18 22:31:49,9,59,,,59,26651,3,0.0,0,3.09,0.1972,5.26,3,135.48,0,23841,3,10,4,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25014,1687,2013-01-27 00:38:23,24,216,,,215,1271,4,4.5,1,5.24,0.632,5.01,2,127.88,0,22479,1,52,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,1,,0
25036,1689,2013-04-25 23:40:09,32,220,,,220,13021,5,4.0,0,3.58,0.02,5.46,20,207.88,1,22043,4,75,2,0,1,0,,444.52,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25054,1690,2013-04-22 08:11:23,15,55,,,129,6285,4,0.0,0,1.1,,4.84,17,129.99,0,11512,1,59,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,10.0,,0.0,,,,,0,,0
25085,1696,2012-12-17 19:36:41,14,100,,,98,2859,5,4.0,0,5.15,0.0957,4.99,26,108.8,1,7760,4,22,2,0,1,0,,7505.79,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
25116,1698,2013-03-26 04:55:29,5,219,,,219,12247,3,4.5,0,0.69,0.0148,5.0,14,135.0,1,9340,1,0,2,0,1,0,,43.08,1,,,,0.0,0.0,,,,,,,,1.0,0.0,7.0,,,,,,,,,,0,,0
25144,1699,2013-01-01 12:42:57,5,219,,,59,2805,3,4.5,0,1.1,0.0137,5.49,19,108.0,1,1161,5,57,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25173,1703,2012-11-13 07:23:11,24,216,,,219,5853,3,4.0,1,2.2,,4.61,19,79.11,0,15588,2,18,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25204,1705,2012-12-02 18:05:37,5,219,,,219,2094,2,3.0,1,3.0,0.0536,4.36,10,50.0,0,26531,2,25,2,0,1,1,,260.27,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,1.0,,0,,0
25237,1706,2013-04-08 23:17:24,12,99,,,26,4504,3,4.5,1,1.79,0.0254,3.78,20,59.84,0,20822,14,6,2,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,5.0,1.0,0.0,8.0,,,,0,,0
25259,1709,2012-11-15 00:23:58,5,219,,,219,7091,4,4.5,0,3.56,0.1277,5.52,27,164.0,0,21867,2,4,2,0,1,0,,997.29,1,,,,0.0,0.0,12.0,0.0,0.0,12.0,,,,,,,,,,,,,0.0,0.0,12.0,0,,0
25292,1710,2012-11-07 11:44:15,5,219,,,219,1140,4,4.5,0,3.43,0.034,5.2,12,159.0,0,13539,1,114,2,0,1,1,,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25303,1713,2012-12-28 18:40:43,5,219,,,219,289,2,3.5,1,3.61,0.3426,4.72,20,70.0,0,19901,2,2,2,1,1,0,,289.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25336,1714,2012-11-14 17:18:51,5,219,,,219,21018,4,4.0,1,3.43,0.1043,5.5,12,65.0,1,8192,1,4,2,0,1,0,,224.58,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25368,1715,2013-02-01 19:06:15,5,219,,,219,351,3,4.0,1,1.61,0.0057,5.08,8,159.0,0,23246,4,117,2,1,1,0,,1923.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25401,1716,2013-04-29 11:39:32,16,31,,,31,42077,3,3.5,0,1.61,0.0077,4.55,7,111.34,0,24742,1,9,3,0,1,0,,155.6,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
25412,1717,2013-02-04 18:32:31,32,220,,,39,6597,5,4.5,0,4.58,0.0956,5.78,3,232.78,1,1284,1,63,2,0,1,0,-7.6711,3864.07,1,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
25438,1719,2013-06-03 11:40:25,5,219,,,219,5367,2,3.5,1,2.77,0.223,0.0,10,55.0,0,4375,1,10,3,0,3,1,,489.37,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25462,1722,2013-06-28 09:10:45,11,103,3.95,223.92,53,17270,4,4.0,1,2.3,0.0283,0.0,6,178.03,0,13791,3,2,1,1,2,0,,,0,,,,,,,,,,,,,0.0,0.0,24.0,,,,,,,,,,0,,0
25468,1723,2013-05-01 11:31:15,16,31,,,31,5641,4,3.5,0,2.56,0.2143,5.62,10,275.47,0,1695,7,107,2,0,1,0,,202.14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25494,1724,2013-03-02 06:45:55,5,219,,,117,10811,3,3.5,1,4.01,0.0061,3.86,21,38.0,0,21864,1,5,1,0,1,1,,7673.06,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
25524,1726,2013-01-17 15:12:57,24,216,,,219,7972,3,4.5,1,2.94,0.0895,4.97,22,82.6,0,24002,3,22,1,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25554,1728,2013-05-20 21:41:04,5,35,,,219,40279,5,4.5,1,4.29,0.2385,5.96,8,236.0,0,8192,3,30,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
25563,1730,2013-02-08 16:01:44,5,219,,,219,3035,3,4.0,1,2.3,0.1873,4.87,9,118.0,0,6771,4,33,2,0,1,0,,1287.07,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
25594,1731,2013-05-02 17:26:42,5,219,,,219,28486,3,4.0,1,2.4,0.038,4.76,2,84.0,0,7516,2,57,1,1,2,1,,94.81,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
25600,1733,2013-05-01 20:06:27,31,219,,,219,3776,2,3.0,1,2.48,0.0167,4.52,13,69.0,1,7714,1,36,3,0,1,1,,1207.8,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25617,1736,2013-02-14 13:39:20,5,219,,,219,1260,3,4.0,1,4.57,0.0432,5.35,3,98.0,0,17759,4,43,2,1,1,1,,285.52,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25644,1739,2013-01-15 04:31:34,5,160,,,99,30093,3,3.0,0,5.58,0.3509,5.2,9,129.0,1,9082,8,26,2,0,1,0,,,1,1.0,0.0,6553.0,,,,,,,,,,0.0,0.0,,-1.0,0.0,14.0,,,,,,,0,,0
25655,1740,2012-11-25 11:03:32,5,219,,,219,26777,2,3.0,1,1.95,0.0706,4.23,10,69.0,0,934,2,2,1,0,1,0,,746.19,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
25666,1742,2013-02-24 19:45:53,19,158,,,158,2219,5,4.0,1,4.09,0.2193,4.65,12,115.35,0,21079,2,10,2,0,1,0,,527.51,1,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
25680,1746,2013-01-10 10:07:48,5,219,,,219,234,3,4.5,1,0.69,,5.06,30,179.0,0,8590,1,28,2,0,1,1,,2348.59,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25711,1748,2013-03-10 20:45:40,18,129,,,31,3540,5,5.0,1,6.29,0.0558,5.96,6,232.77,0,23495,4,14,2,0,1,0,,237.73,0,,,,,,,,,,,,,0.0,0.0,,,,,-1.0,0.0,15.0,,,,0,,0
25726,1749,2013-02-10 16:48:52,5,219,,,219,882,3,3.0,0,4.14,0.2554,4.7,8,63.0,1,5098,3,44,2,0,1,0,,175.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25758,1750,2013-02-09 14:12:11,5,219,,,219,10404,4,4.0,1,2.2,0.0056,5.03,27,189.0,0,2412,1,3,2,0,1,0,-27.5521,366.47,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0
25790,1751,2013-03-03 19:20:02,5,219,,,215,4027,3,4.0,0,0.0,0.0193,4.11,6,59.0,0,18715,1,88,2,1,1,1,,4584.97,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25815,1752,2013-01-16 09:18:35,5,219,,,219,937,2,3.5,1,0.69,0.044000000000000004,4.4,12,75.0,0,16834,2,3,1,2,1,1,,202.67,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
25843,1753,2013-04-17 06:20:53,5,219,,,219,2770,4,4.5,1,2.64,0.0136,5.09,32,95.0,0,26458,3,23,2,0,1,1,-14.9114,1669.52,1,,,,,,,1.0,0.0,6.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0
25878,1754,2013-06-18 21:38:25,4,50,,,219,4780,4,4.0,0,2.83,0.0641,0.0,1,125.14,0,3095,2,15,2,1,1,0,,4276.21,0,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
25910,1756,2013-04-19 14:33:09,16,31,,,31,17715,3,0.0,0,2.2,0.4319,5.37,6,117.48,0,24730,1,22,2,0,1,1,,37.07,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
25933,1759,2013-03-30 10:10:07,9,59,,,219,1753,2,3.0,0,3.69,0.0141,5.03,35,85.72,0,9402,7,23,2,0,1,0,,1987.37,0,,,,,,,0.0,0.0,,,,,1.0,0.0,6.0,,,,,,,1.0,0.0,6.0,0,,0
25964,1761,2013-05-26 14:04:33,5,219,,,219,1189,3,4.5,1,1.79,0.0366,5.23,16,189.0,0,18949,2,121,2,0,1,0,,422.24,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
25995,1763,2013-02-12 23:37:00,14,100,,,219,3795,2,3.5,1,1.61,0.0141,3.97,9,39.91,1,5536,10,23,1,0,1,0,,2389.77,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
26029,1764,2013-01-23 14:40:58,32,220,,,220,18552,5,4.0,1,1.61,0.5679,5.37,1,237.49,0,10508,1,39,4,0,2,0,,,0,,,,0.0,0.0,,0.0,0.0,,-1.0,0.0,9.0,-1.0,0.0,9.0,,,,,,,,,,0,,0
26050,1765,2013-01-25 14:55:09,5,219,,,219,1025,3,4.0,1,2.48,0.0508,4.59,6,69.0,1,12812,1,15,2,0,1,1,,352.47,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
26084,1766,2013-01-10 19:22:49,5,219,,,219,14082,4,4.0,1,4.29,0.239,5.34,31,159.0,0,8192,3,46,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
26117,1769,2013-03-03 14:43:31,24,216,,,92,2136,4,4.0,1,4.06,,5.26,25,130.84,0,13512,2,82,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
26144,1770,2012-12-24 11:37:04,5,219,,,219,4940,3,4.5,1,3.04,0.2406,4.61,22,110.0,0,2323,1,15,2,0,1,0,,115.63,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
26178,1771,2012-12-29 17:52:02,32,220,,,220,7596,5,4.0,1,4.41,0.5642,5.39,3,212.66,0,13241,1,3,2,2,1,0,,44.16,0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1,295.64,1
26186,1773,2012-12-21 16:52:59,22,92,,,219,20724,2,3.5,1,2.08,,4.49,8,89.29,0,11939,1,30,4,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
26195,1775,2013-01-09 14:07:25,34,205,,,216,4360,4,5.0,0,4.74,0.0773,6.01,12,228.71,0,20497,1,2,2,0,1,1,,,0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,0,,0
26224,1776,2013-06-20 08:50:35,14,100,,,219,4160,2,2.5,1,2.56,0.3712,0.0,2,92.42,0,3278,2,84,2,0,1,1,-15.7995,662.09,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
26250,1777,2013-06-27 20:16:59,5,219,,,219,1753,2,3.0,0,3.69,0.1144,0.0,13,144.0,0,27770,1,16,1,1,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,17.0,,,,,,,-1.0,0.0,17.0,0,,0
